SR. NO.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,
35,BSES,WEST,28.631863,77.051343,LED,1,72,121,72,72,,,
36,BSES,WEST,28.631868,77.051176,LED,1,72,121,72,72,,,
37,BSES,WEST,28.63189,77.051119,LED,1,72,121,72,72,,,
38,BSES,WEST,28.632075,77.05113,LED,1,72,121,72,72,,,
39,BSES,WEST,28.63184,77.051106,LED,1,72,121,72,72,,,
40,BSES,WEST,28.631807,77.05112,LED,1,72,121,72,72,,,
41,BSES,WEST,28.63159,77.05109,LED,1,72,121,72,72,,,
42,BSES,WEST,28.632089,77.053412,LED,1,72,121,72,72,,,
43,BSES,WEST,28.632252,77.053696,LED,1,72,121,72,72,,,
44,BSES,WEST,28.632353,77.053875,LED,1,72,121,72,72,,,
45,BSES,WEST,28.632362,77.053881,LED,1,72,121,72,72,,,
46,BSES,WEST,28.632549,77.054224,LED,1,72,121,72,72,,,
47,BSES,WEST,28.632591,77.054265,LED,1,72,121,72,72,,,
48,BSES,WEST,28.632671,77.054308,LED,1,72,121,72,72,,,
49,BSES,WEST,28.632674,77.054312,LED,1,72,121,72,72,,,
50,BSES,WEST,28.632777,77.054172,LED,1,72,121,72,72,,,
51,BSES,WEST,28.632838,77.054101,LED,1,72,121,72,72,,,
52,BSES,WEST,28.632917,77.054023,LED,1,72,121,72,72,,,
53,BSES,WEST,28.633075,77.053833,LED,1,72,121,72,72,,,
54,BSES,WEST,28.633076,77.05383,LED,1,72,121,72,72,,,
55,BSES,WEST,28.633283,77.053415,LED,1,72,121,72,72,,,
56,BSES,WEST,28.633477,77.053427,LED,1,72,121,72,72,,,
57,BSES,WEST,28.63353,77.053436,LED,1,72,121,72,72,,,
58,BSES,WEST,28.633783,77.053664,LED,1,72,121,72,72,,,
59,BSES,WEST,28.633798,77.053849,LED,1,72,121,72,72,,,
60,BSES,WEST,28.633778,77.054092,LED,1,72,121,72,72,,,
61,BSES,WEST,28.633778,77.054097,LED,1,72,121,72,72,,,
62,BSES,WEST,28.633776,77.0541,LED,1,72,121,72,72,,,
63,BSES,WEST,28.633857,77.054109,LED,1,72,121,72,72,,,
64,BSES,WEST,28.634344,77.054086,LED,1,72,121,72,72,,,
65,BSES,WEST,28.634309,77.054133,LED,2,72X2,121,72,144,,,
66,BSES,WEST,28.634452,77.054085,LED,1,72,121,72,72,,,
67,BSES,WEST,28.634675,77.054073,LED,1,72,121,72,72,,,
68,BSES,WEST,28.634695,77.053999,LED,1,72,121,72,72,,,
69,BSES,WEST,28.634714,77.053799,LED,1,72,121,72,72,,,
70,BSES,WEST,28.634696,77.053463,LED,1,72,121,72,72,,,
71,BSES,WEST,28.634672,77.05352,LED,2,72X2,121,72,144,,,
72,BSES,WEST,28.63479,77.054092,LED,1,72,121,72,72,,,
73,BSES,WEST,28.635053,77.054111,LED,1,72,121,72,72,,,
74,BSES,WEST,28.635135,77.054129,LED,1,72,121,72,72,,,
75,BSES,WEST,28.63521,77.0541,LED,1,72,121,72,72,,,
76,BSES,WEST,28.63539,77.054181,LED,1,72,121,72,72,,,
77,BSES,WEST,28.635786,77.0539,LED,1,72,121,72,72,,,
78,BSES,WEST,28.635812,77.053889,LED,1,72,121,72,72,,,
79,BSES,WEST,28.63598,77.053794,LED,2,72X2,121,72,144,,,
80,BSES,WEST,28.636141,77.0537,LED,2,72X2,121,72,144,,,
81,BSES,WEST,28.63615,77.053696,LED,1,72,121,72,72,,,
82,BSES,WEST,28.636311,77.053617,LED,1,72,121,72,72,,,
83,BSES,WEST,28.636467,77.053532,LED,1,72,121,72,72,,,
84,BSES,WEST,28.636619,77.053384,LED,1,72,121,72,72,,,
1,BSES,WEST,28.639527,77.050053,LED,1,72,121,72,72,,,
2,BSES,WEST,28.639367,77.050227,LED,1,72,121,72,72,,,
3,BSES,WEST,28.638821,77.05072,LED,1,72,121,72,72,,,
4,BSES,WEST,28.638644,77.050902,LED,2,72X2,121,72,144,,,
5,BSES,WEST,28.638628,77.050929,LED,1,72,121,72,72,,,
6,BSES,WEST,28.638443,77.051114,LED,1,72,121,72,72,,,
7,BSES,WEST,28.638079,77.051517,LED,1,72,121,72,72,,,
8,BSES,WEST,28.638062,77.051546,LED,1,72,121,72,72,,,
9,BSES,WEST,28.637971,77.051625,LED,2,72X2,121,72,144,,,
10,BSES,WEST,28.637838,77.051757,LED,1,72,121,72,72,,,
11,BSES,WEST,28.637703,77.051859,LED,1,72,121,72,72,,,
12,BSES,WEST,28.6377,77.051861,LED,1,72,121,72,72,,,
13,BSES,WEST,28.637661,77.051965,LED,2,72X2,121,72,144,,,
14,BSES,WEST,28.637581,77.052119,LED,2,72X2,121,72,144,,,
15,BSES,WEST,28.637627,77.052247,LED,1,72,121,72,72,,,
16,BSES,WEST,28.637807,77.052766,LED,1,72,121,72,72,,,
17,BSES,WEST,28.637831,77.052749,LED,1,72,121,72,72,,,
18,BSES,WEST,28.63788,77.052749,LED,1,72,121,72,72,,,
19,BSES,WEST,28.637858,77.052465,LED,1,72,121,72,72,,,
20,BSES,WEST,28.637819,77.052266,LED,1,72,121,72,72,,,
21,BSES,WEST,28.637933,77.05221,LED,1,72,121,72,72,,,
22,BSES,WEST,28.637994,77.052219,LED,1,72,121,72,72,,,
23,BSES,WEST,28.638,77.052219,LED,1,72,121,72,72,,,
24,BSES,WEST,28.637911,77.052185,LED,1,72,121,72,72,,,
25,BSES,WEST,28.637924,77.052025,LED,1,72,121,72,72,,,
26,BSES,WEST,28.637926,77.052183,LED,1,72,121,72,72,,,
27,BSES,WEST,28.637871,77.052366,LED,1,72,121,72,72,,,
28,BSES,WEST,28.638281,77.05225,LED,1,72,121,72,72,,,
29,BSES,WEST,28.63849,77.052266,LED,1,72,121,72,72,,,
30,BSES,WEST,28.638542,77.052235,LED,1,72,121,72,72,,,
31,BSES,WEST,28.638672,77.052264,LED,1,72,121,72,72,,,
32,BSES,WEST,28.638778,77.052243,LED,1,72,121,72,72,,,
33,BSES,WEST,28.638767,77.052225,LED,1,72,121,72,72,,,
34,BSES,WEST,28.638771,77.052089,LED,1,72,121,72,72,,,
35,BSES,WEST,28.638786,77.051965,LED,1,72,121,72,72,,,
36,BSES,WEST,28.63877,77.051959,LED,1,72,121,72,72,,,
37,BSES,WEST,28.638588,77.051909,LED,1,72,121,72,72,,,
38,BSES,WEST,28.638791,77.051956,LED,1,72,121,72,72,,,
39,BSES,WEST,28.638811,77.051964,LED,1,72,121,72,72,,,
40,BSES,WEST,28.638902,77.051951,LED,1,72,121,72,72,,,
41,BSES,WEST,28.639021,77.051989,LED,1,72,121,72,72,,,
42,BSES,WEST,28.638792,77.051928,LED,1,72,121,72,72,,,
43,BSES,WEST,28.638791,77.051902,LED,2,"72X1,72X1",121,72,144,,,
44,BSES,WEST,28.638749,77.051702,LED,1,72,121,72,72,,,
45,BSES,WEST,28.638749,77.051702,LED,1,72,121,72,72,,,
46,BSES,WEST,28.638756,77.051694,LED,1,72,121,72,72,,,
47,BSES,WEST,28.638992,77.051745,LED,2,72X2,121,72,144,,,
48,BSES,WEST,28.638823,77.051674,LED,1,72,121,72,72,,,
49,BSES,WEST,28.638843,77.051292,LED,1,72,121,72,72,,,
50,BSES,WEST,28.638844,77.051272,LED,2,72X2,121,72,144,,,
51,BSES,WEST,28.638833,77.051281,LED,1,72,121,72,72,,,
52,BSES,WEST,28.638868,77.051259,LED,1,72,121,72,72,,,
53,BSES,WEST,28.638946,77.051246,LED,1,72,121,72,72,,,
54,BSES,WEST,28.638995,77.051285,LED,1,72,121,72,72,,,
55,BSES,WEST,28.638925,77.051322,LED,1,72,121,72,72,,,
56,BSES,WEST,28.639115,77.051281,LED,2,72X2,121,72,144,,,
57,BSES,WEST,28.639146,77.051354,LED,1,72,121,72,72,,,
58,BSES,WEST,28.639107,77.051516,LED,1,72,121,72,72,,,
59,BSES,WEST,28.639161,77.051295,LED,1,72,121,72,72,,,
60,BSES,WEST,28.639255,77.051266,LED,1,72,121,72,72,,,
61,BSES,WEST,28.639331,77.051313,LED,1,72,121,72,72,,,
62,BSES,WEST,28.639347,77.051318,LED,1,72,121,72,72,,,
63,BSES,WEST,28.639391,77.051046,LED,1,72,121,72,72,,,
64,BSES,WEST,28.639384,77.050977,LED,1,72,121,72,72,,,
65,BSES,WEST,28.639386,77.050769,LED,1,72,121,72,72,,,
66,BSES,WEST,28.639386,77.050771,LED,1,72,121,72,72,,,
67,BSES,WEST,28.639365,77.050479,LED,1,72,121,72,72,,,
68,BSES,WEST,28.639376,77.05048,LED,1,72,121,72,72,,,
69,BSES,WEST,28.639378,77.050393,LED,1,72,121,72,72,,,
70,BSES,WEST,28.639537,77.050559,LED,1,72,121,72,72,,,
71,BSES,WEST,28.639539,77.050567,LED,1,72,121,72,72,,,
72,BSES,WEST,28.639565,77.050627,LED,1,72,121,72,72,,,
73,BSES,WEST,28.639563,77.050877,LED,2,"72X1,72X1",121,72,144,,,
74,BSES,WEST,28.639584,77.050739,LED,1,72,121,72,72,,,
75,BSES,WEST,28.639741,77.050812,LED,2,72X2,121,72,144,,,
76,BSES,WEST,28.639751,77.050819,LED,1,72,121,72,72,,,
77,BSES,WEST,28.639801,77.05086,LED,1,72,121,72,72,,,
78,BSES,WEST,28.639782,77.051041,LED,1,72,121,72,72,,,
79,BSES,WEST,28.639784,77.051244,LED,1,72,121,72,72,,,
80,BSES,WEST,28.639719,77.051274,LED,1,72,121,72,72,,,
81,BSES,WEST,28.639716,77.051274,LED,2,72X2,121,72,144,,,
82,BSES,WEST,28.63958,77.051249,LED,1,72,121,72,72,,,
83,BSES,WEST,28.639391,77.051279,LED,1,72,121,72,72,,,
84,BSES,WEST,28.639444,77.051478,LED,2,72X2,121,72,144,,,
85,BSES,WEST,28.6394,77.051581,LED,1,72,121,72,72,,,
86,BSES,WEST,28.639408,77.051772,LED,1,72,121,72,72,,,
87,BSES,WEST,28.639393,77.051896,LED,1,72,121,72,72,,,
88,BSES,WEST,28.639356,77.052139,LED,1,72,121,72,72,,,
89,BSES,WEST,28.639356,77.052141,LED,1,72,121,72,72,,,
90,BSES,WEST,28.639372,77.052279,LED,1,72,121,72,72,,,
91,BSES,WEST,28.639376,77.05255,LED,1,72,121,72,72,,,
92,BSES,WEST,28.639374,77.052553,LED,1,72,121,72,72,,,
93,BSES,WEST,28.639368,77.052781,LED,1,72,121,72,72,,,
94,BSES,WEST,28.639348,77.052782,LED,1,72,121,72,72,,,
95,BSES,WEST,28.639358,77.052811,LED,1,72,121,72,72,,,
96,BSES,WEST,28.639182,77.052787,LED,1,72,121,72,72,,,
97,BSES,WEST,28.638991,77.05277,LED,1,72,121,72,72,,,
98,BSES,WEST,28.638981,77.052844,LED,1,72,121,72,72,,,
99,BSES,WEST,28.638773,77.052782,LED,1,72,121,72,72,,,
100,BSES,WEST,28.638558,77.052758,LED,1,72,121,72,72,,,
101,BSES,WEST,28.638504,77.052762,LED,1,72,121,72,72,,,
102,BSES,WEST,28.638383,77.052815,LED,1,72,121,72,72,,,
103,BSES,WEST,28.638222,77.052743,LED,1,72,121,72,72,,,
104,BSES,WEST,28.637892,77.052746,LED,1,72,121,72,72,,,
105,BSES,WEST,28.637772,77.052783,LED,1,72,121,72,72,,,
106,BSES,WEST,28.637734,77.052761,LED,1,72,121,72,72,,,
107,BSES,WEST,28.63754,77.052813,LED,1,72,121,72,72,,,
108,BSES,WEST,28.637407,77.052904,LED,1,72,121,72,72,,,
109,BSES,WEST,28.63729,77.052975,LED,2,72X2,121,72,144,,,
110,BSES,WEST,28.637274,77.053003,LED,1,72,121,72,72,,,
111,BSES,WEST,28.637103,77.053108,LED,1,72,121,72,72,,,
112,BSES,WEST,28.636963,77.05319,LED,2,72X2,121,72,144,,,
113,BSES,WEST,28.636798,77.053277,LED,1,72,121,72,72,,,
114,BSES,WEST,28.636694,77.053287,LED,1,72,121,72,72,,,
115,BSES,WEST,28.636694,77.053289,LED,2,72X2,121,72,144,,,
116,BSES,WEST,28.636617,77.053365,LED,1,72,121,72,72,,,
117,BSES,WEST,28.6365,77.053452,LED,1,72,121,72,72,,,
118,BSES,WEST,28.636297,77.053583,LED,1,72,121,72,72,,,
119,BSES,WEST,28.636262,77.053646,LED,1,72,121,72,72,,,
120,BSES,WEST,28.636262,77.053646,LED,1,72,121,72,72,,,
121,BSES,WEST,28.636085,77.053708,LED,1,72,121,72,72,,,
122,BSES,WEST,28.63594,77.053807,LED,1,72,121,72,72,,,
123,BSES,WEST,28.635789,77.053896,LED,1,72,121,72,72,,,
124,BSES,WEST,28.635314,77.054104,LED,1,72,121,72,72,,,
125,BSES,WEST,28.635129,77.054137,LED,1,72,121,72,72,,,
126,BSES,WEST,28.634795,77.054092,LED,1,72,121,72,72,,,
1,BSES,WEST,28.624425,77.062111,LED,1,72,121,72,72,,,
2,BSES,WEST,28.624442,77.062221,LED,1,72,121,72,72,,,
3,BSES,WEST,28.624583,77.062497,LED,1,72,121,72,72,,,
4,BSES,WEST,28.624591,77.062507,LED,1,72,121,72,72,,,
5,BSES,WEST,28.624759,77.062792,LED,1,72,121,72,72,,,
6,BSES,WEST,28.624841,77.062738,LED,1,72,121,72,72,,,
7,BSES,WEST,28.624822,77.062714,LED,1,72,121,72,72,,,
8,BSES,WEST,28.624709,77.062539,LED,1,72,121,72,72,,,
9,BSES,WEST,28.624626,77.062289,LED,1,72,121,72,72,,,
10,BSES,WEST,28.624653,77.06227,LED,1,72,121,72,72,,,
11,BSES,WEST,28.624493,77.062114,LED,1,72,121,72,72,,,
12,BSES,WEST,28.624572,77.061767,LED,2,72X2,121,72,144,,,
13,BSES,WEST,28.624549,77.061706,LED,1,72,121,72,72,,,
14,BSES,WEST,28.624543,77.061698,LED,1,72,121,72,72,,,
15,BSES,WEST,28.624624,77.061881,LED,2,72X2,121,72,144,,,
16,BSES,WEST,28.62469,77.062041,LED,1,72,121,72,72,,,
17,BSES,WEST,28.624719,77.0622,LED,1,72,121,72,72,,,
18,BSES,WEST,28.624749,77.062307,LED,2,72X2,121,72,144,,,
19,BSES,WEST,28.624778,77.062366,LED,1,72,121,72,72,,,
20,BSES,WEST,28.624859,77.06232,LED,1,72,121,72,72,,,
21,BSES,WEST,28.62486,77.062319,LED,1,72,121,72,72,,,
22,BSES,WEST,28.624883,77.062307,LED,2,72X2,121,72,144,,,
23,BSES,WEST,28.625056,77.062225,LED,1,72,121,72,72,,,
24,BSES,WEST,28.623864,77.062632,LED,1,72,121,72,72,,,
25,BSES,WEST,28.623776,77.062434,LED,2,72X2,121,72,144,,,
26,BSES,WEST,28.623613,77.062097,LED,1,72,121,72,72,,,
27,BSES,WEST,28.623575,77.06198,LED,1,72,121,72,72,,,
28,BSES,WEST,28.623468,77.061421,LED,2,72X2,121,72,144,,,
29,BSES,WEST,28.623441,77.061361,LED,1,72,121,72,72,,,
30,BSES,WEST,28.623441,77.061358,LED,1,72,121,72,72,,,
31,BSES,WEST,28.623405,77.061193,LED,1,72,121,72,72,,,
32,BSES,WEST,28.623401,77.061189,LED,1,72,121,72,72,,,
33,BSES,WEST,28.623344,77.061114,LED,2,72X2,121,72,144,,,
34,BSES,WEST,28.623335,77.061113,LED,1,72,121,72,72,,,
35,BSES,WEST,28.623313,77.06103,LED,2,72X2,121,72,144,,,
36,BSES,WEST,28.623233,77.060876,LED,2,72X2,121,72,144,,,
37,BSES,WEST,28.623154,77.060732,LED,1,72,121,72,72,,,
38,BSES,WEST,28.623138,77.060694,LED,1,72,121,72,72,,,
39,BSES,WEST,28.623137,77.060634,LED,1,72,121,72,72,,,
40,BSES,WEST,28.623053,77.060378,LED,2,72X2,121,72,144,,,
41,BSES,WEST,28.622976,77.060175,LED,1,72,121,72,72,,,
42,BSES,WEST,28.622975,77.060175,LED,1,72,121,72,72,,,
1,BSES,WEST,28.623014,77.060116,LED,1,72,121,72,72,,,
2,BSES,WEST,28.622917,77.059892,LED,1,72,121,72,72,,,
3,BSES,WEST,28.622922,77.059874,LED,1,72,121,72,72,,,
4,BSES,WEST,28.622922,77.059874,LED,1,72,121,72,72,,,
5,BSES,WEST,28.622796,77.059551,LED,1,72,121,72,72,,,
6,BSES,WEST,28.622796,77.05955,LED,1,72,121,72,72,,,
7,BSES,WEST,28.622745,77.059298,LED,2,72X2,121,72,144,,,
8,BSES,WEST,28.622636,77.059065,LED,2,72X2,121,72,144,,,
9,BSES,WEST,28.622557,77.058842,LED,1,72,121,72,72,,,
10,BSES,WEST,28.622698,77.05877,LED,1,72,121,72,72,,,
11,BSES,WEST,28.622711,77.05876,LED,1,72,121,72,72,,,
12,BSES,WEST,28.62281,77.058705,LED,1,72,121,72,72,,,
13,BSES,WEST,28.622842,77.058675,LED,2,72X2,121,72,144,,,
14,BSES,WEST,28.622855,77.058675,LED,2,72X2,121,72,144,,,
15,BSES,WEST,28.622856,77.058683,LED,1,72,121,72,72,,,
16,BSES,WEST,28.622798,77.058665,LED,1,72,121,72,72,,,
17,BSES,WEST,28.622719,77.058443,LED,1,72,121,72,72,,,
18,BSES,WEST,28.622746,77.058332,LED,1,72,121,72,72,,,
19,BSES,WEST,28.622749,77.058303,LED,1,72,121,72,72,,,
20,BSES,WEST,28.622693,77.058165,LED,2,72X2,121,72,144,,,
21,BSES,WEST,28.622665,77.058117,LED,1,72,121,72,72,,,
22,BSES,WEST,28.622384,77.058038,LED,1,72,121,72,72,,,
23,BSES,WEST,28.622341,77.058012,LED,2,72X2,121,72,144,,,
24,BSES,WEST,28.622257,77.057675,LED,1,72,121,72,72,,,
25,BSES,WEST,28.622217,77.057547,LED,2,72X2,121,72,144,,,
26,BSES,WEST,28.622136,77.057298,LED,1,72,121,72,72,,,
27,BSES,WEST,28.622134,77.057292,LED,1,72,121,72,72,,,
28,BSES,WEST,28.62211,77.057256,LED,2,72X2,121,72,144,,,
29,BSES,WEST,28.622096,77.057012,LED,1,72,121,72,72,,,
30,BSES,WEST,28.62208,77.056954,LED,2,72X2,121,72,144,,,
31,BSES,WEST,28.622145,77.056579,LED,1,72,121,72,72,,,
32,BSES,WEST,28.622138,77.05636,LED,1,72,121,72,72,,,
33,BSES,WEST,28.622181,77.056273,LED,2,72X2,121,72,144,,,
34,BSES,WEST,28.62218,77.056273,LED,1,72,121,72,72,,,
35,BSES,WEST,28.622254,77.056304,LED,1,72,121,72,72,,,
36,BSES,WEST,28.62228,77.056296,LED,1,72,121,72,72,,,
37,BSES,WEST,28.62247,77.056275,LED,2,72X2,121,72,144,,,
38,BSES,WEST,28.622457,77.056571,LED,1,72,121,72,72,,,
39,BSES,WEST,28.622455,77.056578,LED,1,72,121,72,72,,,
40,BSES,WEST,28.622512,77.056632,LED,2,72X2,121,72,144,,,
41,BSES,WEST,28.622505,77.056898,LED,1,72,121,72,72,,,
42,BSES,WEST,28.622618,77.057055,LED,1,72,121,72,72,,,
1,BSES,WEST,28.622626,77.05707,LED,1,72,121,72,72,,,
2,BSES,WEST,28.622727,77.056841,LED,1,72,121,72,72,,,
3,BSES,WEST,28.622681,77.056329,LED,1,72,121,72,72,,,
4,BSES,WEST,28.62278,77.056282,LED,1,72,121,72,72,,,
5,BSES,WEST,28.622961,77.056265,LED,1,72,121,72,72,,,
6,BSES,WEST,28.622965,77.056269,LED,1,72,121,72,72,,,
7,BSES,WEST,28.622959,77.056396,LED,1,72,121,72,72,,,
8,BSES,WEST,28.622962,77.056424,LED,1,72,121,72,72,,,
9,BSES,WEST,28.622972,77.056425,LED,2,72X2,121,72,144,,,
10,BSES,WEST,28.622972,77.056605,LED,1,72,121,72,72,,,
11,BSES,WEST,28.622828,77.056641,LED,1,72,121,72,72,,,
12,BSES,WEST,28.622828,77.056643,LED,1,72,121,72,72,,,
13,BSES,WEST,28.622827,77.056648,LED,1,72,121,72,72,,,
14,BSES,WEST,28.622834,77.056649,LED,2,72X2,121,72,144,,,
15,BSES,WEST,28.622852,77.056878,LED,2,72X2,121,72,144,,,
16,BSES,WEST,28.622869,77.057033,LED,1,72,121,72,72,,,
17,BSES,WEST,28.62284,77.057005,LED,1,72,121,72,72,,,
18,BSES,WEST,28.622846,77.056949,LED,1,72,121,72,72,,,
19,BSES,WEST,28.62312,77.056644,LED,2,72X2,121,72,144,,,
20,BSES,WEST,28.623311,77.05651,LED,1,72,121,72,72,,,
21,BSES,WEST,28.623233,77.056487,LED,1,72,121,72,72,,,
22,BSES,WEST,28.623128,77.056448,LED,1,72,121,72,72,,,
23,BSES,WEST,28.624758,77.056659,LED,1,72,121,72,72,,,
24,BSES,WEST,28.626107,77.056529,LED,1,72,121,72,72,,,
25,BSES,WEST,28.626347,77.056608,LED,1,72,121,72,72,,,
26,BSES,WEST,28.626534,77.056598,LED,1,72,121,72,72,,,
27,BSES,WEST,28.626923,77.056648,LED,1,72,121,72,72,,,
28,BSES,WEST,28.626941,77.056646,LED,1,72,121,72,72,,,
29,BSES,WEST,28.626924,77.056624,LED,1,72,121,72,72,,,
30,BSES,WEST,28.626955,77.056816,LED,1,72,121,72,72,,,
31,BSES,WEST,28.626956,77.056827,LED,1,72,121,72,72,,,
32,BSES,WEST,28.626929,77.057143,LED,1,72,121,72,72,,,
33,BSES,WEST,28.626932,77.05715,LED,1,72,121,72,72,,,
34,BSES,WEST,28.626972,77.057389,LED,1,72,121,72,72,,,
35,BSES,WEST,28.626973,77.057398,LED,1,72,121,72,72,,,
36,BSES,WEST,28.626998,77.057787,LED,1,72,121,72,72,,,
37,BSES,WEST,28.627004,77.057797,LED,1,72,121,72,72,,,
38,BSES,WEST,28.626972,77.05801,LED,1,72,121,72,72,,,
39,BSES,WEST,28.626972,77.05801,LED,1,72,121,72,72,,,
40,BSES,WEST,28.626942,77.057829,LED,1,72,121,72,72,,,
41,BSES,WEST,28.626969,77.057668,LED,1,72,121,72,72,,,
42,BSES,WEST,28.626941,77.057152,LED,1,72,121,72,72,,,
1,BSES,WEST,28.627417,77.056551,LED,6,140X6,121,140,840,,,
2,BSES,WEST,28.627387,77.056538,LED,1,72,121,72,72,,,
3,BSES,WEST,28.627333,77.056508,LED,2,45X2,121,45,90,,,
4,BSES,WEST,28.62733,77.056506,LED,1,45,121,45,45,,,
5,BSES,WEST,28.627286,77.05644,LED,4,140X4,121,140,560,,,
6,BSES,WEST,28.627273,77.056313,LED,1,72,121,72,72,,,
7,BSES,WEST,28.627265,77.056104,LED,1,72,121,72,72,,,
8,BSES,WEST,28.627333,77.056005,LED,2,72X2,121,72,144,,,
9,BSES,WEST,28.627383,77.056002,LED,2,72X2,121,72,144,,,
10,BSES,WEST,28.627494,77.056002,LED,1,72,121,72,72,,,
11,BSES,WEST,28.627613,77.056002,LED,1,72,121,72,72,,,
12,BSES,WEST,28.627571,77.055575,LED,1,72,121,72,72,,,
13,BSES,WEST,28.627569,77.055576,LED,4,140X4,121,140,560,,,
14,BSES,WEST,28.627721,77.055647,LED,1,72,121,72,72,,,
15,BSES,WEST,28.627869,77.0557,LED,1,72,121,72,72,,,
16,BSES,WEST,28.627977,77.055731,LED,2,72X2,121,72,144,,,
17,BSES,WEST,28.627882,77.055976,LED,1,72,121,72,72,,,
18,BSES,WEST,28.627883,77.055976,LED,4,140X4,121,140,560,,,
19,BSES,WEST,28.627865,77.056278,LED,1,72,121,72,72,,,
20,BSES,WEST,28.628236,77.056178,LED,1,72,121,72,72,,,
21,BSES,WEST,28.628432,77.0562,LED,5,140X5,121,140,700,,,
22,BSES,WEST,28.628598,77.056249,LED,2,72X2,121,72,144,,,
23,BSES,WEST,28.628558,77.056383,LED,1,72,121,72,72,,,
24,BSES,WEST,28.628576,77.056546,LED,1,72,121,72,72,,,
25,BSES,WEST,28.628538,77.056536,LED,1,72,121,72,72,,,
26,BSES,WEST,28.6284,77.056513,LED,1,72,121,72,72,,,
27,BSES,WEST,28.628162,77.056519,LED,1,72,121,72,72,,,
28,BSES,WEST,28.628154,77.056579,LED,2,72X2,121,72,144,,,
29,BSES,WEST,28.628041,77.056556,LED,2,72X2,121,72,144,,,
30,BSES,WEST,28.628031,77.056553,LED,1,72,121,72,72,,,
31,BSES,WEST,28.628021,77.056551,LED,1,72,121,72,72,,,
32,BSES,WEST,28.627934,77.05653,LED,1,72,121,72,72,,,
33,BSES,WEST,28.627894,77.056534,LED,1,72,121,72,72,,,
34,BSES,WEST,28.627892,77.056535,LED,1,72,121,72,72,,,
35,BSES,WEST,28.627888,77.056535,LED,2,72X2,121,72,144,,,
36,BSES,WEST,28.627732,77.056557,LED,1,72,121,72,72,,,
37,BSES,WEST,28.627635,77.056602,LED,1,72,121,72,72,,,
38,BSES,WEST,28.627619,77.056608,LED,1,72,121,72,72,,,
39,BSES,WEST,28.628145,77.056575,LED,1,72,121,72,72,,,
40,BSES,WEST,28.628145,77.056576,LED,1,72,121,72,72,,,
41,BSES,WEST,28.628153,77.056593,LED,1,72,121,72,72,,,
42,BSES,WEST,28.628234,77.056685,LED,1,72,121,72,72,,,
43,BSES,WEST,28.628443,77.05669,LED,1,72,121,72,72,,,
44,BSES,WEST,28.628714,77.056692,LED,1,72,121,72,72,,,
45,BSES,WEST,28.628753,77.0567,LED,1,72,121,72,72,,,
46,BSES,WEST,28.628791,77.056717,LED,1,72,121,72,72,,,
47,BSES,WEST,28.628901,77.056835,LED,1,72,121,72,72,,,
48,BSES,WEST,28.628903,77.056837,LED,1,72,121,72,72,,,
49,BSES,WEST,28.629025,77.056918,LED,1,72,121,72,72,,,
50,BSES,WEST,28.629044,77.056953,LED,4,140X4,121,140,560,,,
51,BSES,WEST,28.629044,77.057097,LED,1,72,121,72,72,,,
52,BSES,WEST,28.629108,77.057197,LED,1,72,121,72,72,,,
53,BSES,WEST,28.629126,77.05724,LED,1,72,121,72,72,,,
54,BSES,WEST,28.629126,77.057243,LED,1,72,121,72,72,,,
55,BSES,WEST,28.629189,77.057387,LED,1,72,121,72,72,,,
56,BSES,WEST,28.629229,77.057546,LED,4,140X4,121,140,560,,,
57,BSES,WEST,28.629229,77.057549,LED,1,72,121,72,72,,,
58,BSES,WEST,28.629256,77.057693,LED,1,72,121,72,72,,,
59,BSES,WEST,28.629264,77.057868,LED,1,72,121,72,72,,,
60,BSES,WEST,28.629291,77.058228,LED,1,72,121,72,72,,,
61,BSES,WEST,28.629287,77.058515,LED,1,72,121,72,72,,,
62,BSES,WEST,28.629072,77.058064,LED,4,140X4,121,140,560,,,
63,BSES,WEST,28.628987,77.057824,LED,1,72,121,72,72,,,
64,BSES,WEST,28.62894,77.057862,LED,1,72,121,72,72,,,
65,BSES,WEST,28.628734,77.057985,LED,1,72,121,72,72,,,
66,BSES,WEST,28.628649,77.058028,LED,1,72,121,72,72,,,
